timestamp,latency,packet_loss,bandwidth_usage,jitter,error_rate,cpu_usage,memory_usage,network_status
2024-01-01 00:55:00,36.796,0.351,37.611,5.035,0.072,32.858,32.486,0
2024-01-01 00:56:00,23.566,0.882,49.424,4.98,0.06,39.336,74.283,0
2024-01-01 00:57:00,27.668,0.306,34.287,5.04,0.123,54.22,56.942,0
2024-01-01 00:58:00,33.129,0.619,41.909,5.423,0.066,46.831,39.552,0
2024-01-01 00:59:00,38.054,0.749,32.224,4.731,0.132,35.844,49.572,0
2024-01-01 01:00:00,26.115,0.241,79.372,3.939,0.111,49.307,57.508,0
2024-01-01 01:01:00,28.06,0.48,51.128,3.892,0.025,6.275,50.48,0
2024-01-01 01:02:00,21.072,-0.03,40.091,4.974,0.18,54.083,58.522,0
2024-01-01 01:03:00,20.114,0.184,51.917,3.903,0.187,18.36,35.49,0
2024-01-01 01:04:00,36.285,0.443,49.279,3.601,0.071,36.187,52.882,0
2024-01-01 01:05:00,41.069,0.125,45.457,5.154,0.083,27.111,27.786,0
2024-01-01 01:06:00,30.044,0.975,59.976,4.243,0.11,23.993,48.957,0
2024-01-01 01:07:00,38.175,0.064,62.195,7.994,0.117,53.953,35.532,0
2024-01-01 01:08:00,32.449,0.38,41.236,0.144,0.132,34.809,39.375,0
2024-01-01 01:09:00,25.004,0.547,41.059,7.277,0.2,44.029,69.003,0
2024-01-01 01:10:00,33.336,0.929,45.057,7.59,0.092,40.099,65.856,0
2024-01-01 01:11:00,42.078,0.064,15.312,0.978,0.059,47.182,59.566,0
2024-01-01 01:12:00,29.664,0.843,27.044,4.324,0.029,40.437,33.807,0
2024-01-01 01:13:00,42.523,0.49,71.079,4.277,0.064,23.752,44.856,0
2024-01-01 01:14:00,8.75,0.229,75.643,2.122,0.096,52.143,67.452,0
2024-01-01 01:15:00,36.816,0.634,47.296,3.412,0.187,34.52,50.678,0
2024-01-01 01:16:00,30.651,0.577,58.233,2.841,0.076,21.179,85.048,0
2024-01-01 01:17:00,27.764,0.342,54.514,8.626,0.108,35.759,54.745,0
2024-01-01 01:18:00,30.404,0.535,88.756,6.857,0.101,57.184,52.951,0
2024-01-01 01:19:00,13.937,0.378,66.198,7.498,0.161,50.63,45.169,0
2024-01-01 01:20:00,28.511,0.54,48.794,6.443,0.222,35.443,52.504,0
2024-01-01 01:21:00,32.718,0.698,36.861,2.803,0.072,36.869,47.49,0
2024-01-01 01:22:00,42.465,0.963,24.991,3.805,0.078,37.369,60.379,0
2024-01-01 01:23:00,25.705,0.133,52.614,5.746,0.15,64.448,64.891,0
2024-01-01 01:24:00,23.616,1.123,38.635,2.5,0.133,44.244,38.457,0
2024-01-01 01:25:00,26.332,0.017,28.873,6.302,0.193,45.691,30.265,0
2024-01-01 01:26:00,36.796,0.448,39.703,4.468,0.131,52.125,22.803,0
2024-01-01 01:27:00,31.976,0.679,34.09,4.235,0.081,42.837,56.487,0
2024-01-01 01:28:00,25.195,0.588,74.957,6.376,0.128,36.907,34.008,0
2024-01-01 01:29:00,34.575,0.309,63.214,6.036,0.159,36.46,18.159,0
2024-01-01 01:30:00,30.572,0.446,50.284,4.311,0.145,39.132,55.079,0
2024-01-01 01:31:00,38.699,0.345,72.204,7.349,0.128,39.128,87.215,0
2024-01-01 01:32:00,24.174,0.336,50.838,2.901,0.154,48.427,49.88,0
2024-01-01 01:33:00,27.447,0.736,37.0,6.117,0.157,41.514,62.478,0
2024-01-01 01:34:00,27.436,0.609,72.782,6.291,0.167,48.017,51.474,0
2024-01-01 01:35:00,19.037,0.32,57.81,4.373,0.134,39.533,49.573,0
2024-01-01 01:36:00,33.135,0.756,34.25,5.72,0.093,40.772,64.584,0
2024-01-01 01:37:00,32.537,0.583,48.326,2.389,0.111,15.849,44.678,0
2024-01-01 01:38:00,30.421,0.751,37.28,6.691,0.162,51.483,54.47,0
2024-01-01 01:39:00,28.343,0.691,29.04,4.713,0.056,44.368,55.806,0
2024-01-01 01:40:00,18.966,0.256,64.408,3.993,0.121,52.328,40.264,0
2024-01-01 01:41:00,26.43,0.339,78.395,7.007,0.078,5.842,65.686,0
2024-01-01 01:42:00,26.954,0.733,29.888,3.503,0.101,64.856,48.86,0
2024-01-01 01:43:00,23.581,0.699,58.718,2.297,0.165,37.947,39.419,0
2024-01-01 01:44:00,28.646,0.5,40.161,1.766,0.114,52.629,58.232,0
2024-01-01 01:45:00,33.064,0.532,43.024,6.378,0.11,27.012,37.294,0
2024-01-01 01:46:00,45.348,0.893,39.953,2.348,0.033,49.172,50.53,0
2024-01-01 01:47:00,31.751,0.35,36.207,8.574,0.137,28.127,49.881,0
2024-01-01 01:48:00,32.093,0.662,49.845,0.803,0.134,31.682,66.029,0
2024-01-01 01:49:00,29.953,0.425,37.641,8.454,0.21,62.153,58.274,0
2024-01-01 01:50:00,14.226,0.45,55.337,5.367,0.084,38.009,49.021,0
2024-01-01 01:51:00,29.716,0.828,50.895,4.79,0.115,42.947,63.397,0
2024-01-01 01:52:00,30.216,0.717,46.887,3.914,0.113,50.779,71.222,0
2024-01-01 01:53:00,49.013,0.756,36.757,5.697,0.18,45.791,57.335,0
2024-01-01 01:54:00,28.43,0.884,40.017,5.0,0.097,41.728,50.427,0
2024-01-01 01:55:00,32.367,0.505,60.93,7.155,0.115,44.582,28.773,0
2024-01-01 01:56:00,30.285,0.709,56.932,5.205,0.132,68.894,34.485,0
2024-01-01 01:57:00,20.885,0.41,34.878,5.2,0.108,37.94,46.075,0
2024-01-01 01:58:00,38.762,0.607,51.366,4.013,0.076,42.271,40.42,0
2024-01-01 01:59:00,36.704,0.455,60.922,4.867,0.107,52.083,47.287,0
2024-01-01 02:00:00,36.782,0.536,23.496,5.86,0.155,53.374,52.292,0
2024-01-01 02:01:00,22.941,0.675,58.703,1.659,0.051,56.085,57.572,0
2024-01-01 02:02:00,41.138,0.265,39.268,2.302,0.108,47.891,48.161,0
2024-01-01 02:03:00,18.429,1.136,58.736,6.46,0.069,26.091,58.391,0
2024-01-01 02:04:00,34.557,0.185,40.084,5.344,0.16,60.17,52.415,0
2024-01-01 02:05:00,47.928,0.151,22.247,4.687,0.025,26.542,20.371,0
2024-01-01 02:06:00,22.776,0.84,23.717,4.917,0.069,43.891,36.656,0
2024-01-01 02:07:00,26.043,0.749,50.51,5.808,0.118,31.323,48.828,0
2024-01-01 02:08:00,30.616,0.692,54.709,3.993,0.18,40.498,31.307,0
2024-01-01 02:09:00,25.556,0.715,37.883,3.516,0.099,43.248,58.641,0
2024-01-01 02:10:00,17.647,0.493,58.67,5.436,0.072,44.148,73.869,0
2024-01-01 02:11:00,29.892,0.226,25.444,3.045,0.194,44.492,69.525,0
2024-01-01 02:12:00,21.622,0.522,48.665,5.885,0.024,59.707,47.214,0
2024-01-01 02:13:00,33.734,0.293,31.756,1.655,-0.001,44.876,71.712,0
2024-01-01 02:14:00,22.471,0.804,42.177,7.022,0.124,36.813,53.696,0
2024-01-01 02:15:00,41.807,0.433,49.6,5.887,0.076,51.387,44.552,0
2024-01-01 02:16:00,23.925,0.237,37.281,5.522,0.05,54.875,40.552,0
2024-01-01 02:17:00,27.226,0.388,44.577,7.122,0.136,25.835,45.716,0
2024-01-01 02:18:00,36.074,0.637,65.897,8.205,0.112,46.401,45.324,0
2024-01-01 02:19:00,19.086,0.355,41.419,6.88,0.07,48.448,53.186,0
2024-01-01 02:20:00,31.809,0.252,62.763,1.335,0.038,35.992,52.715,0
2024-01-01 02:21:00,41.115,0.571,32.765,2.446,0.145,55.732,50.388,0
2024-01-01 02:22:00,17.757,0.574,58.146,3.768,0.134,38.066,56.586,0
2024-01-01 02:23:00,31.307,0.364,71.37,5.077,0.094,41.317,68.271,0
2024-01-01 02:24:00,31.855,0.345,13.385,6.013,0.187,39.42,62.377,0
2024-01-01 02:25:00,36.429,0.573,37.773,3.699,0.049,40.454,27.508,0
2024-01-01 02:26:00,19.734,0.079,58.935,5.211,0.023,25.995,11.869,0
2024-01-01 02:27:00,19.548,0.085,46.933,3.405,0.063,22.371,63.166,0
2024-01-01 02:28:00,34.46,0.287,56.399,3.767,0.099,59.764,29.782,0
2024-01-01 02:29:00,32.832,0.45,40.902,2.02,0.111,31.124,46.478,0
2024-01-01 02:30:00,31.967,0.555,49.989,3.136,0.09,27.125,33.743,0
2024-01-01 02:31:00,32.696,0.952,48.597,2.465,0.119,13.0,24.131,0
2024-01-01 02:32:00,24.234,0.748,66.847,3.05,0.039,33.486,57.778,0
2024-01-01 02:33:00,31.551,0.426,53.333,7.131,0.169,24.363,61.276,0
2024-01-01 02:34:00,32.26,0.502,54.624,2.974,0.099,59.169,41.298,0
2024-01-01 02:35:00,24.422,0.219,44.838,10.202,0.156,52.447,10.801,0
2024-01-01 02:36:00,45.266,0.492,41.108,5.949,0.116,30.117,41.95,0
2024-01-01 02:37:00,33.492,0.427,45.831,5.338,0.123,67.031,55.318,0
2024-01-01 02:38:00,21.024,0.62,56.697,3.413,0.124,51.983,26.982,0
2024-01-01 02:39:00,35.152,0.271,43.85,6.457,0.123,36.672,53.21,0
2024-01-01 02:40:00,22.195,0.679,54.306,3.736,0.13,9.382,50.235,0
2024-01-01 02:41:00,36.019,0.97,81.342,5.269,0.163,67.544,58.096,0
2024-01-01 02:42:00,38.368,0.468,63.452,10.171,0.106,22.754,52.454,0
2024-01-01 02:43:00,23.763,0.598,45.586,4.923,0.138,20.413,34.938,0
2024-01-01 02:44:00,37.981,0.704,68.429,7.459,0.094,51.719,68.135,0
2024-01-01 02:45:00,33.198,0.368,43.945,3.491,0.176,69.025,48.227,0
2024-01-01 02:46:00,36.601,0.598,19.282,4.848,0.065,55.997,49.566,0
2024-01-01 02:47:00,45.366,0.501,34.767,8.414,0.186,47.168,36.336,0
2024-01-01 02:48:00,27.456,0.531,21.794,3.722,0.095,47.666,42.97,0
2024-01-01 02:49:00,23.774,0.276,45.565,8.672,0.031,50.096,36.583,0
2024-01-01 02:50:00,23.179,0.508,50.715,6.515,0.106,49.131,47.254,0
2024-01-01 02:51:00,23.008,0.674,72.974,3.867,0.065,42.481,75.125,0
2024-01-01 02:52:00,29.492,0.926,55.389,6.232,0.142,41.066,29.291,0
2024-01-01 02:53:00,32.225,0.791,46.857,6.96,0.069,39.218,24.654,0
2024-01-01 02:54:00,32.387,1.135,62.427,6.159,0.08,32.569,71.705,0
2024-01-01 02:55:00,36.604,0.251,16.546,2.071,0.009,35.946,46.65,0
2024-01-01 02:56:00,29.504,0.753,54.365,3.383,0.077,20.587,39.775,0
2024-01-01 02:57:00,42.061,0.554,62.263,4.524,-0.003,39.435,65.42,0
2024-01-01 02:58:00,27.61,1.151,27.25,5.056,0.02,28.31,40.87,0
2024-01-01 02:59:00,51.46,0.248,67.457,6.242,0.139,27.841,77.744,0
2024-01-01 03:00:00,35.08,0.228,54.359,5.336,0.137,42.388,60.814,0
2024-01-01 03:01:00,23.569,0.319,42.751,2.293,0.119,56.944,42.202,0
2024-01-01 03:02:00,21.056,-0.021,59.029,5.742,0.052,50.987,81.472,0
2024-01-01 03:03:00,33.883,0.353,84.698,6.36,0.097,21.909,40.145,0
2024-01-01 03:04:00,28.372,0.273,53.432,5.896,0.1,28.801,60.772,0
2024-01-01 03:05:00,35.969,0.524,54.102,7.317,0.04,50.903,54.23,0
2024-01-01 03:06:00,33.851,0.598,43.645,6.524,0.175,27.397,68.958,0
2024-01-01 03:07:00,29.281,1.052,37.634,5.891,0.142,37.179,72.466,0
2024-01-01 03:08:00,22.918,0.79,61.981,4.816,0.091,46.107,50.144,0
2024-01-01 03:09:00,17.913,0.346,37.478,1.738,0.104,28.341,38.833,0
2024-01-01 03:10:00,26.03,0.204,51.665,5.697,0.106,42.028,57.339,0
2024-01-01 03:11:00,35.766,0.649,43.393,5.462,-0.002,23.71,39.423,0
2024-01-01 03:12:00,31.875,0.102,58.063,5.748,0.084,32.757,79.896,0
2024-01-01 03:13:00,20.37,1.059,55.528,2.308,0.064,43.873,51.364,0
2024-01-01 03:14:00,30.508,0.857,65.823,2.857,0.05,21.407,44.497,0
2024-01-01 03:15:00,32.707,0.349,43.141,7.039,0.083,43.9,52.144,0
2024-01-01 03:16:00,23.159,-0.005,45.932,4.964,0.188,39.39,30.216,0
2024-01-01 03:17:00,31.994,0.895,34.667,6.365,0.13,46.76,34.108,0
2024-01-01 03:18:00,30.473,0.481,43.215,4.992,0.072,43.427,67.741,0
2024-01-01 03:19:00,20.586,0.872,55.109,5.109,0.129,56.066,40.369,0
2024-01-01 03:20:00,31.573,0.007,52.606,6.037,0.058,23.137,36.177,0
2024-01-01 03:21:00,51.085,0.257,57.126,6.133,0.063,20.488,49.241,0
2024-01-01 03:22:00,32.383,0.363,54.633,5.241,0.198,25.483,50.662,0
2024-01-01 03:23:00,21.559,1.071,70.225,4.726,0.099,42.38,57.156,0
2024-01-01 03:24:00,29.283,0.665,34.848,5.844,0.141,30.728,28.873,0
2024-01-01 03:25:00,15.526,0.111,39.644,-0.171,0.057,46.664,58.893,0
2024-01-01 03:26:00,29.563,0.644,38.136,6.285,0.063,41.119,8.878,0
2024-01-01 03:27:00,22.133,0.03,62.841,5.322,0.155,16.072,41.394,0
2024-01-01 03:28:00,36.962,0.832,64.051,4.708,0.031,47.239,42.525,0
2024-01-01 03:29:00,25.129,0.371,56.102,9.049,0.079,49.767,60.319,0
2024-01-01 03:30:00,28.958,0.462,67.806,3.731,0.105,28.139,49.954,0
2024-01-01 03:31:00,24.689,0.897,30.725,3.989,0.107,44.389,28.533,0
2024-01-01 03:32:00,44.247,0.099,76.153,9.054,0.091,29.616,34.665,0
2024-01-01 03:33:00,26.647,0.046,72.442,3.25,0.119,41.414,53.622,0
2024-01-01 03:34:00,44.68,0.328,61.079,3.933,0.135,25.044,48.294,0
2024-01-01 03:35:00,36.748,0.82,76.481,4.679,0.136,18.788,41.785,0
2024-01-01 03:36:00,34.639,0.048,26.061,6.823,0.046,35.582,42.507,0
2024-01-01 03:37:00,32.747,-0.028,39.88,5.322,0.091,38.208,58.995,0
2024-01-01 03:38:00,33.287,0.36,38.957,2.482,0.16,34.917,41.817,0
2024-01-01 03:39:00,13.819,0.634,60.738,3.906,0.146,25.066,47.815,0
2024-01-01 03:40:00,26.761,0.879,33.888,3.768,0.031,36.282,82.574,0
2024-01-01 03:41:00,37.117,0.346,62.733,4.826,0.116,43.24,27.773,0
2024-01-01 03:42:00,29.606,0.394,69.853,5.761,0.001,39.325,22.901,0
2024-01-01 03:43:00,19.255,0.86,61.041,5.835,0.099,41.628,61.687,0
2024-01-01 03:44:00,29.002,-0.013,54.539,1.441,0.2,33.736,39.69,0
2024-01-01 03:45:00,43.852,0.367,36.184,7.154,0.05,53.411,45.707,0
2024-01-01 03:46:00,40.763,0.562,36.767,5.514,0.056,25.626,38.989,0
2024-01-01 03:47:00,29.681,0.623,68.162,7.855,0.137,46.102,46.088,0
2024-01-01 03:48:00,37.728,0.349,62.561,5.987,0.026,54.546,73.413,0
2024-01-01 03:49:00,27.072,0.504,49.752,7.09,0.068,46.351,60.732,0
2024-01-01 03:50:00,15.707,-0.025,42.505,6.026,0.127,38.664,62.431,0
2024-01-01 03:51:00,23.175,0.271,19.185,7.565,0.071,33.967,28.304,0
2024-01-01 03:52:00,42.246,0.639,34.244,6.108,0.09,51.794,32.811,0
2024-01-01 03:53:00,28.021,0.197,79.337,4.871,0.138,22.769,9.747,0
2024-01-01 03:54:00,27.394,0.51,30.254,9.34,0.123,28.545,38.363,0
2024-01-01 03:55:00,27.104,0.644,50.528,6.788,0.119,36.481,63.901,0
2024-01-01 03:56:00,45.838,0.414,65.527,6.097,0.088,54.006,57.712,0
2024-01-01 03:57:00,42.861,0.547,30.207,2.366,0.117,45.285,47.545,0
2024-01-01 03:58:00,48.363,0.206,51.169,2.568,0.098,28.492,49.916,0
2024-01-01 03:59:00,28.695,0.445,61.82,5.515,0.124,36.783,39.623,0
2024-01-01 04:00:00,31.589,0.664,50.834,5.205,0.076,32.566,52.63,0
2024-01-01 04:01:00,18.243,0.55,90.102,3.78,0.087,30.973,61.024,0
2024-01-01 04:02:00,41.567,0.332,24.792,5.355,0.05,52.201,25.138,0
2024-01-01 04:03:00,20.952,0.577,66.984,8.162,0.096,23.935,54.098,0
2024-01-01 04:04:00,31.745,0.687,47.914,6.516,0.061,59.894,64.54,0
2024-01-01 04:05:00,20.571,-0.011,62.862,2.775,0.047,49.931,43.611,0
2024-01-01 04:06:00,25.358,0.835,55.514,4.543,0.108,52.727,59.522,0
2024-01-01 04:07:00,24.227,0.401,38.975,3.333,0.111,33.501,91.295,0
2024-01-01 04:08:00,25.345,0.634,52.151,4.164,0.142,38.697,48.669,0
2024-01-01 04:09:00,25.663,0.88,21.949,4.224,0.078,23.059,54.869,0
2024-01-01 04:10:00,26.067,0.081,58.851,3.763,0.122,33.119,38.605,0
2024-01-01 04:11:00,36.755,0.28,54.97,2.763,0.128,45.598,52.8,0
2024-01-01 04:12:00,21.249,0.43,59.616,4.802,0.123,55.27,58.153,0
2024-01-01 04:13:00,31.304,0.269,66.367,3.895,0.058,25.816,52.111,0
2024-01-01 04:14:00,39.842,1.038,56.073,0.127,0.105,35.119,35.42,0
2024-01-01 04:15:00,26.331,0.247,53.932,9.357,0.116,37.498,54.121,0
2024-01-01 04:16:00,23.904,0.317,36.534,7.271,0.102,23.001,71.472,0
2024-01-01 04:17:00,28.756,0.542,38.569,4.349,0.0,46.649,56.526,0
2024-01-01 04:18:00,39.399,0.117,67.996,5.052,0.108,30.327,63.671,0
2024-01-01 04:19:00,31.179,0.391,70.908,2.642,0.21,38.88,46.296,0
2024-01-01 04:20:00,26.171,0.612,47.605,8.34,0.081,35.335,61.222,0
2024-01-01 04:21:00,33.75,0.426,50.465,8.706,0.066,30.056,54.672,0
2024-01-01 04:22:00,21.502,0.484,35.982,5.24,0.118,40.08,36.535,0
2024-01-01 04:23:00,35.328,0.358,67.217,6.902,0.112,37.665,54.23,0
2024-01-01 04:24:00,33.244,0.037,60.552,5.342,0.161,36.259,33.683,0
2024-01-01 04:25:00,27.746,0.58,78.993,2.146,0.037,30.763,40.491,0
2024-01-01 04:26:00,23.414,1.039,36.316,4.197,0.137,44.495,53.055,0
2024-01-01 04:27:00,22.066,0.511,45.652,5.26,0.133,59.512,54.641,0
2024-01-01 04:28:00,33.806,0.569,52.792,4.107,0.093,40.87,31.922,0
2024-01-01 04:29:00,40.223,0.713,59.726,4.507,0.118,52.392,65.901,0
2024-01-01 04:30:00,24.846,0.124,47.283,5.147,0.149,24.099,59.69,0
2024-01-01 04:31:00,33.446,1.029,35.61,4.984,0.143,43.46,39.709,0
2024-01-01 04:32:00,12.731,0.579,63.602,4.971,0.044,26.105,26.663,0
2024-01-01 04:33:00,24.868,0.997,59.979,2.904,0.137,22.7,47.46,0
2024-01-01 04:34:00,28.9,0.292,36.909,3.501,0.097,30.879,43.186,0
2024-01-01 04:35:00,22.68,1.053,69.567,2.322,0.104,54.777,52.896,0
2024-01-01 04:36:00,22.256,0.726,68.103,6.812,0.104,50.51,44.419,0
2024-01-01 04:37:00,24.25,0.677,52.893,0.835,0.095,42.152,19.874,0
2024-01-01 04:38:00,32.309,0.55,51.878,7.234,0.16,21.138,43.821,0
2024-01-01 04:39:00,28.655,0.44,58.51,7.876,0.099,37.692,46.221,0
2024-01-01 04:40:00,12.976,0.843,36.891,4.502,0.042,43.232,60.941,0
2024-01-01 04:41:00,12.397,0.546,49.993,0.147,0.081,42.505,39.857,0
2024-01-01 04:42:00,25.634,-0.012,18.882,4.186,0.109,18.496,75.241,0
2024-01-01 04:43:00,34.072,0.173,62.591,4.923,0.159,29.679,21.352,0
2024-01-01 04:44:00,7.692,0.444,25.754,3.047,0.132,40.211,67.921,0
2024-01-01 04:45:00,26.088,0.57,73.08,3.919,0.063,46.687,47.181,0
2024-01-01 04:46:00,25.597,0.489,44.416,7.978,0.224,12.91,62.992,0
2024-01-01 04:47:00,41.185,0.858,46.071,6.502,0.114,38.88,51.511,0
2024-01-01 04:48:00,27.556,0.012,39.438,3.175,0.164,41.35,66.572,0
2024-01-01 04:49:00,33.319,0.543,45.296,1.873,0.091,50.746,43.908,0
2024-01-01 04:50:00,31.344,0.006,71.212,4.258,0.122,49.267,33.22,0
2024-01-01 04:51:00,12.774,0.714,12.876,4.442,0.14,47.267,72.056,0
2024-01-01 04:52:00,35.52,0.463,69.91,5.931,0.158,29.495,48.02,0
2024-01-01 04:53:00,31.635,0.619,55.489,3.916,0.157,16.548,54.849,0
2024-01-01 04:54:00,34.575,0.253,31.743,5.909,0.143,36.084,68.837,0
2024-01-01 04:55:00,60.766,0.908,33.713,8.869,0.083,51.917,33.586,0
2024-01-01 04:56:00,12.883,0.801,75.551,6.45,0.074,56.77,58.838,0
2024-01-01 04:57:00,43.851,0.69,36.828,4.784,0.114,48.986,40.674,0
2024-01-01 04:58:00,27.286,0.43,32.8,4.706,0.145,45.574,46.41,0
2024-01-01 04:59:00,31.965,0.657,66.687,4.351,0.089,44.724,52.256,0
2024-01-01 05:00:00,29.457,0.274,54.29,7.319,0.156,33.2,28.012,0
2024-01-01 05:01:00,26.031,0.738,34.784,3.636,0.174,38.25,38.708,0
2024-01-01 05:02:00,25.031,0.972,53.778,4.98,0.055,60.548,70.387,0
2024-01-01 05:03:00,32.932,0.827,35.073,5.062,0.058,29.024,62.28,0
2024-01-01 05:04:00,17.312,0.278,66.971,4.066,0.094,59.222,48.706,0
2024-01-01 05:05:00,35.331,0.614,65.818,2.355,0.116,36.791,54.264,0
2024-01-01 05:06:00,26.405,0.122,59.097,5.593,0.071,55.827,44.816,0
2024-01-01 05:07:00,21.268,0.675,55.041,4.754,0.168,22.603,68.494,0
2024-01-01 05:08:00,26.317,0.644,77.176,6.029,0.119,46.571,46.828,0
2024-01-01 05:09:00,39.861,-0.001,49.965,3.844,0.102,30.566,53.374,0
2024-01-01 05:10:00,25.736,0.135,31.789,7.386,0.027,22.852,67.29,0
2024-01-01 05:11:00,32.132,0.43,57.213,3.389,0.04,43.369,38.873,0
2024-01-01 05:12:00,24.361,0.401,81.616,8.513,0.114,51.626,73.849,0
2024-01-01 05:13:00,36.225,0.124,35.062,1.522,-0.003,29.975,27.233,0
2024-01-01 05:14:00,35.312,0.614,44.643,5.733,0.15,21.614,75.321,0
2024-01-01 05:15:00,45.213,0.563,56.217,5.974,0.093,38.74,43.297,0
2024-01-01 05:16:00,28.12,0.436,51.088,3.523,0.266,38.037,46.729,0
2024-01-01 05:17:00,35.825,0.278,36.206,5.809,0.214,46.446,22.109,0
2024-01-01 05:18:00,30.85,0.82,67.402,7.704,0.087,51.278,42.27,0
2024-01-01 05:19:00,40.225,0.984,84.889,0.705,0.097,39.614,33.302,0
2024-01-01 05:20:00,24.241,0.348,53.742,6.184,0.147,62.401,40.339,0
2024-01-01 05:21:00,35.915,0.332,36.85,0.046,0.184,41.965,47.456,0
